path,label
dataset/train/sedan/sedan-front (157).jpg,sedan
dataset/train/van/van-back (99).jpg,van
dataset/train/sedan/sedan-front (1687).jpg,sedan
dataset/train/pickup-truck/pickup-back (5).jpg,pickup-truck
dataset/train/pickup-truck/pickup-front (113).jpg,pickup-truck
dataset/train/crossover/crossover-front (129).jpg,crossover
dataset/train/sedan/sedan-back (1276).jpg,sedan
dataset/train/sedan/sedan-front (1579).jpg,sedan
dataset/train/sedan/sedan-front (1033).jpg,sedan
dataset/train/sedan/sedan-front (350).jpg,sedan
dataset/train/crossover/crossover-back (129).jpg,crossover
dataset/train/crossover/crossover-back (263).jpg,crossover
dataset/train/sedan/sedan-front (1081).jpg,sedan
dataset/train/crossover/crossover-front (136).jpg,crossover
dataset/train/pickup-truck/pickup-front (185).jpg,pickup-truck
dataset/train/sedan/sedan-back (2441).jpg,sedan
dataset/train/sedan/sedan-back (2151).jpg,sedan
dataset/train/sedan/sedan-front (283).jpg,sedan
dataset/train/crossover/crossover-front (295).jpg,crossover
dataset/train/van/van-front (268).jpg,van
dataset/train/pickup-truck/pickup-back (28).jpg,pickup-truck
dataset/train/pickup-truck/pickup-back (2).jpg,pickup-truck
dataset/train/crossover/crossover-front (376).jpg,crossover
dataset/train/van/van-front (213).jpg,van
dataset/train/van/van-front (232).jpg,van
dataset/train/sedan/sedan-back (1924).jpg,sedan
dataset/train/van/van-back (147).jpg,van
dataset/train/crossover/crossover-back (201).jpg,crossover
dataset/train/sedan/sedan-front (1231).jpg,sedan
dataset/train/crossover/crossover-back (152).jpg,crossover
dataset/train/pickup-truck/pickup-back (275).jpg,pickup-truck
dataset/train/pickup-truck/pickup-back (24).jpg,pickup-truck
dataset/train/pickup-truck/pickup-front (147).jpg,pickup-truck
dataset/train/sedan/sedan-back (2420).jpg,sedan
dataset/train/sedan/sedan-front (1216).jpg,sedan
dataset/train/sedan/sedan-front (243).jpg,sedan
dataset/train/crossover/crossover-back (350).jpg,crossover
dataset/train/sedan/sedan-front (1285).jpg,sedan
dataset/train/crossover/crossover-front (117).jpg,crossover
dataset/train/sedan/sedan-back (35).jpg,sedan
dataset/train/hatchback/hatchback-back (497).jpg,hatchback
dataset/train/crossover/crossover-back (354).jpg,crossover
dataset/train/hatchback/hatchback-front (113).jpg,hatchback
dataset/train/crossover/crossover-front (137).jpg,crossover
dataset/train/sedan/sedan-front (1023).jpg,sedan
dataset/train/sedan/sedan-front (221).jpg,sedan
dataset/train/pickup-truck/pickup-back (193).jpg,pickup-truck
dataset/train/sedan/sedan-back (2029).jpg,sedan
dataset/train/crossover/crossover-back (115).jpg,crossover
dataset/train/sedan/sedan-front (1273).jpg,sedan
dataset/train/sedan/sedan-back (2850).jpg,sedan
dataset/train/crossover/crossover-back (200).jpg,crossover
dataset/train/crossover/crossover-back (362).jpg,crossover
dataset/train/sedan/sedan-back (1109).jpg,sedan
dataset/train/hatchback/hatchback-front (270).jpg,hatchback
dataset/train/pickup-truck/pickup-front (187).jpg,pickup-truck
dataset/train/truck/truck-front (109).jpg,truck
dataset/train/van/van-front (116).jpg,van
dataset/train/hatchback/hatchback-back (158).jpg,hatchback
dataset/train/van/van-front (122).jpg,van
dataset/train/motorcycle/1_BICYCLE_15-31-52-165.jpg,motorcycle
dataset/train/sedan/sedan-back (2361).jpg,sedan
dataset/train/crossover/crossover-front (225).jpg,crossover
dataset/train/sedan/sedan-front (1506).jpg,sedan
dataset/train/sedan/sedan-front (1000).jpg,sedan
dataset/train/sedan/sedan-front (1825).jpg,sedan
dataset/train/sedan/sedan-front (1240).jpg,sedan
dataset/train/sedan/sedan-front (1459).jpg,sedan
dataset/train/van/van-back (25).jpg,van
dataset/train/sedan/sedan-front (1742).jpg,sedan
dataset/train/sedan/sedan-front (1302).jpg,sedan
dataset/train/truck/truck-front (145).jpg,truck
dataset/train/sedan/sedan-front (1085).jpg,sedan
dataset/train/van/van-front (258).jpg,van
dataset/train/crossover/crossover-back (270).jpg,crossover
dataset/train/sedan/sedan-back (2211).jpg,sedan
dataset/train/hatchback/hatchback-back (23).jpg,hatchback
dataset/train/pickup-truck/pickup-front (134).jpg,pickup-truck
dataset/train/van/van-front (240).jpg,van
dataset/train/van/van-back (154).jpg,van
dataset/train/hatchback/hatchback-front (163).jpg,hatchback
dataset/train/bus/bus-front (12).jpg,bus
dataset/train/sedan/sedan-front (211).jpg,sedan
dataset/train/van/van-back (207).jpg,van
dataset/train/pickup-truck/pickup-front (249).jpg,pickup-truck
dataset/train/van/van-front (12).jpg,van
dataset/train/sedan/sedan-front (1430).jpg,sedan
dataset/train/crossover/crossover-back (236).jpg,crossover
dataset/train/sedan/sedan-back (1704).jpg,sedan
dataset/train/pickup-truck/pickup-back (240).jpg,pickup-truck
dataset/train/sedan/sedan-front (218).jpg,sedan
dataset/train/van/van-back (14).jpg,van
dataset/train/sedan/sedan-front (1777).jpg,sedan
dataset/train/sedan/sedan-front (1396).jpg,sedan
dataset/train/sedan/sedan-back (1324).jpg,sedan
dataset/train/sedan/sedan-front (1912).jpg,sedan
dataset/train/sedan/sedan-front (229).jpg,sedan
dataset/train/hatchback/hatchback-back (543).jpg,hatchback
dataset/train/hatchback/hatchback-front (125).jpg,hatchback
dataset/train/van/van-front (74).jpg,van
dataset/train/sedan/sedan-front (1383).jpg,sedan
dataset/train/sedan/sedan-front (1166).jpg,sedan
dataset/train/crossover/crossover-front (379).jpg,crossover
dataset/train/hatchback/hatchback-back (536).jpg,hatchback
dataset/train/sedan/sedan-front (209).jpg,sedan
dataset/train/hatchback/hatchback-back (547).jpg,hatchback
dataset/train/crossover/crossover-front (352).jpg,crossover
dataset/train/sedan/sedan-back (2706).jpg,sedan
dataset/train/bus/bus-front (37).jpg,bus
dataset/train/hatchback/hatchback-back (85).jpg,hatchback
dataset/train/sedan/sedan-front (1733).jpg,sedan
dataset/train/truck/truck-back (101).jpg,truck
dataset/train/sedan/sedan-back (2646).jpg,sedan
dataset/train/pickup-truck/pickup-back (62).jpg,pickup-truck
dataset/train/van/van-front (182).jpg,van
dataset/train/sedan/sedan-back (1969).jpg,sedan
dataset/train/sedan/sedan-back (110).jpg,sedan
dataset/train/sedan/sedan-back (2231).jpg,sedan
dataset/train/hatchback/hatchback-back (548).jpg,hatchback
dataset/train/sedan/sedan-front (160).jpg,sedan
dataset/train/crossover/crossover-front (212).jpg,crossover
dataset/train/van/van-back (15).jpg,van
dataset/train/sedan/sedan-front (137).jpg,sedan
dataset/train/sedan/sedan-front (50).jpg,sedan
dataset/train/sedan/sedan-front (1097).jpg,sedan
dataset/train/crossover/crossover-front (148).jpg,crossover
dataset/train/truck/truck-back (61).jpg,truck
dataset/train/pickup-truck/pickup-back (133).jpg,pickup-truck
dataset/train/sedan/sedan-front (1446).jpg,sedan
dataset/train/pickup-truck/pickup-front (243).jpg,pickup-truck
dataset/train/truck/truck-front (177).jpg,truck
dataset/train/crossover/crossover-back (202).jpg,crossover
dataset/train/crossover/crossover-front (332).jpg,crossover
dataset/train/crossover/crossover-back (357).jpg,crossover
dataset/train/sedan/sedan-front (450).jpg,sedan
dataset/train/sedan/sedan-back (457).jpg,sedan
dataset/train/van/van-back (181).jpg,van
dataset/train/pickup-truck/pickup-front (196).jpg,pickup-truck
dataset/train/van/van-front (169).jpg,van
dataset/train/sedan/sedan-back (384).jpg,sedan
dataset/train/sedan/sedan-back (2195).jpg,sedan
dataset/train/crossover/crossover-back (227).jpg,crossover
dataset/train/truck/truck-front (186).jpg,truck
dataset/train/pickup-truck/pickup-back (10).jpg,pickup-truck
dataset/train/sedan/sedan-front (1133).jpg,sedan
dataset/train/crossover/crossover-front (386).jpg,crossover
dataset/train/sedan/sedan-front (1813).jpg,sedan
dataset/train/sedan/sedan-front (158).jpg,sedan
dataset/train/truck/truck-front (40).jpg,truck
dataset/train/sedan/sedan-back (2392).jpg,sedan
dataset/train/sedan/sedan-front (301).jpg,sedan
dataset/train/sedan/sedan-front (1058).jpg,sedan
dataset/train/sedan/sedan-front (1385).jpg,sedan
dataset/train/sedan/sedan-front (31).jpg,sedan
dataset/train/sedan/sedan-front (1393).jpg,sedan
dataset/train/van/van-back (108).jpg,van
dataset/train/sedan/sedan-front (1805).jpg,sedan
dataset/train/sedan/sedan-back (399).jpg,sedan
dataset/train/pickup-truck/pickup-back (84).jpg,pickup-truck
dataset/train/sedan/sedan-back (1884).jpg,sedan
dataset/train/crossover/crossover-front (138).jpg,crossover
dataset/train/van/van-front (272).jpg,van
dataset/train/sedan/sedan-back (2008).jpg,sedan
dataset/train/sedan/sedan-front (1094).jpg,sedan
dataset/train/crossover/crossover-front (113).jpg,crossover
dataset/train/sedan/sedan-front (100).jpg,sedan
dataset/train/sedan/sedan-front (1349).jpg,sedan
dataset/train/sedan/sedan-front (1781).jpg,sedan
dataset/train/crossover/crossover-back (310).jpg,crossover
dataset/train/van/van-front (119).jpg,van
dataset/train/truck/truck-front (113).jpg,truck
dataset/train/hatchback/hatchback-front (112).jpg,hatchback
dataset/train/sedan/sedan-back (1921).jpg,sedan
dataset/train/van/van-front (129).jpg,van
dataset/train/van/van-back (87).jpg,van
dataset/train/sedan/sedan-front (409).jpg,sedan
dataset/train/sedan/sedan-front (1014).jpg,sedan
dataset/train/crossover/crossover-front (124).jpg,crossover
dataset/train/truck/truck-back (124).jpg,truck
dataset/train/truck/truck-back (15).jpg,truck
dataset/train/truck/truck-front (123).jpg,truck
dataset/train/truck/truck-back (66).jpg,truck
dataset/train/sedan/sedan-front (15).jpg,sedan
dataset/train/sedan/sedan-front (1830).jpg,sedan
dataset/train/sedan/sedan-front (1434).jpg,sedan
dataset/train/crossover/crossover-back (89).jpg,crossover
dataset/train/sedan/sedan-back (1461).jpg,sedan
dataset/train/pickup-truck/pickup-back (36).jpg,pickup-truck
dataset/train/sedan/sedan-front (1766).jpg,sedan
dataset/train/sedan/sedan-front (459).jpg,sedan
dataset/train/crossover/crossover-back (214).jpg,crossover
dataset/train/pickup-truck/pickup-back (17).jpg,pickup-truck
dataset/train/truck/truck-front (21).jpg,truck
dataset/train/sedan/sedan-front (1147).jpg,sedan
dataset/train/pickup-truck/pickup-back (253).jpg,pickup-truck
dataset/train/hatchback/hatchback-front (304).jpg,hatchback
dataset/train/pickup-truck/pickup-front (212).jpg,pickup-truck
dataset/train/crossover/crossover-front (122).jpg,crossover
dataset/train/sedan/sedan-back (1301).jpg,sedan
dataset/train/crossover/crossover-back (340).jpg,crossover
dataset/train/sedan/sedan-front (1084).jpg,sedan
dataset/train/sedan/sedan-back (2153).jpg,sedan
dataset/train/sedan/sedan-front (1333).jpg,sedan
dataset/train/sedan/sedan-back (517).jpg,sedan
dataset/train/sedan/sedan-back (2491).jpg,sedan
dataset/train/pickup-truck/pickup-back (152).jpg,pickup-truck
dataset/train/sedan/sedan-back (1348).jpg,sedan
dataset/train/sedan/sedan-front (1683).jpg,sedan
dataset/train/pickup-truck/pickup-back (274).jpg,pickup-truck
dataset/train/truck/truck-back (7).jpg,truck
dataset/train/sedan/sedan-front (169).jpg,sedan
dataset/train/bus/bus-front (50).jpg,bus
dataset/train/sedan/sedan-front (1609).jpg,sedan
dataset/train/van/van-front (197).jpg,van
dataset/train/sedan/sedan-back (2092).jpg,sedan
dataset/train/motorcycle/1_BICYCLE_16-41-29-938.jpg,motorcycle
dataset/train/sedan/sedan-front (1190).jpg,sedan
dataset/train/pickup-truck/pickup-back (165).jpg,pickup-truck
dataset/train/pickup-truck/pickup-back (261).jpg,pickup-truck
dataset/train/sedan/sedan-back (1253).jpg,sedan
dataset/train/sedan/sedan-front (1806).jpg,sedan
dataset/train/sedan/sedan-front (1783).jpg,sedan
dataset/train/sedan/sedan-front (328).jpg,sedan
dataset/train/pickup-truck/pickup-back (195).jpg,pickup-truck
dataset/train/van/van-front (104).jpg,van
dataset/train/motorcycle/1_BICYCLE_13-45-20-526.jpg,motorcycle
dataset/train/hatchback/hatchback-back (512).jpg,hatchback
dataset/train/van/van-front (276).jpg,van
dataset/train/sedan/sedan-front (1603).jpg,sedan
dataset/train/van/van-back (205).jpg,van
dataset/train/sedan/sedan-front (13).jpg,sedan
dataset/train/sedan/sedan-front (1375).jpg,sedan
dataset/train/sedan/sedan-front (145).jpg,sedan
dataset/train/sedan/sedan-back (2276).jpg,sedan
dataset/train/sedan/sedan-front (1635).jpg,sedan
dataset/train/crossover/crossover-front (14).jpg,crossover
dataset/train/hatchback/hatchback-back (423).jpg,hatchback
dataset/train/sedan/sedan-front (1215).jpg,sedan
dataset/train/hatchback/hatchback-back (479).jpg,hatchback
dataset/train/sedan/sedan-front (1477).jpg,sedan
dataset/train/truck/truck-front (43).jpg,truck
dataset/train/sedan/sedan-front (1900).jpg,sedan
dataset/train/sedan/sedan-front (1009).jpg,sedan
dataset/train/sedan/sedan-front (1753).jpg,sedan
dataset/train/sedan/sedan-back (2261).jpg,sedan
dataset/train/sedan/sedan-back (2344).jpg,sedan
dataset/train/sedan/sedan-front (449).jpg,sedan
dataset/train/sedan/sedan-front (423).jpg,sedan
dataset/train/motorcycle/1_BICYCLE_13-15-45-100.jpg,motorcycle
dataset/train/crossover/crossover-front (302).jpg,crossover
dataset/train/van/van-back (98).jpg,van
dataset/train/sedan/sedan-front (171).jpg,sedan
dataset/train/van/van-back (24).jpg,van
dataset/train/hatchback/hatchback-back (203).jpg,hatchback
dataset/train/sedan/sedan-back (1621).jpg,sedan
dataset/train/sedan/sedan-front (1399).jpg,sedan
dataset/train/sedan/sedan-back (1968).jpg,sedan
dataset/train/sedan/sedan-front (1153).jpg,sedan
dataset/train/hatchback/hatchback-back (546).jpg,hatchback
dataset/train/pickup-truck/pickup-front (206).jpg,pickup-truck
dataset/train/van/van-front (222).jpg,van
dataset/train/crossover/crossover-front (308).jpg,crossover
dataset/train/sedan/sedan-front (363).jpg,sedan
dataset/train/bus/bus-front (49).jpg,bus
dataset/train/truck/truck-back (74).jpg,truck
dataset/train/hatchback/hatchback-front (268).jpg,hatchback
dataset/train/hatchback/hatchback-back (326).jpg,hatchback
dataset/train/van/van-front (238).jpg,van
dataset/train/crossover/crossover-back (91).jpg,crossover
dataset/train/pickup-truck/pickup-back (9).jpg,pickup-truck
dataset/train/motorcycle/1_BICYCLE_12-54-09-650.jpg,motorcycle
dataset/train/sedan/sedan-front (1853).jpg,sedan
dataset/train/truck/truck-front (16).jpg,truck
dataset/train/sedan/sedan-front (401).jpg,sedan
dataset/train/hatchback/hatchback-back (468).jpg,hatchback
dataset/train/sedan/sedan-front (1254).jpg,sedan
dataset/train/hatchback/hatchback-back (493).jpg,hatchback
dataset/train/sedan/sedan-front (1417).jpg,sedan
dataset/train/van/van-front (227).jpg,van
dataset/train/sedan/sedan-front (1457).jpg,sedan
dataset/train/hatchback/hatchback-back (443).jpg,hatchback
dataset/train/sedan/sedan-front (1902).jpg,sedan
dataset/train/crossover/crossover-front (231).jpg,crossover
dataset/train/hatchback/hatchback-front (223).jpg,hatchback
dataset/train/sedan/sedan-front (1082).jpg,sedan
dataset/train/crossover/crossover-back (275).jpg,crossover
dataset/train/pickup-truck/pickup-back (239).jpg,pickup-truck
dataset/train/truck/truck-back (39).jpg,truck
dataset/train/motorcycle/1_BICYCLE_15-34-26-507.jpg,motorcycle
dataset/train/sedan/sedan-front (1898).jpg,sedan
dataset/train/hatchback/hatchback-front (211).jpg,hatchback
dataset/train/sedan/sedan-back (2148).jpg,sedan
dataset/train/sedan/sedan-front (1681).jpg,sedan
dataset/train/sedan/sedan-back (1967).jpg,sedan
dataset/train/sedan/sedan-front (484).jpg,sedan
dataset/train/sedan/sedan-front (1614).jpg,sedan
dataset/train/crossover/crossover-front (29).jpg,crossover
dataset/train/crossover/crossover-front (165).jpg,crossover
dataset/train/sedan/sedan-front (1598).jpg,sedan
dataset/train/van/van-back (37).jpg,van
dataset/train/sedan/sedan-back (2396).jpg,sedan
dataset/train/crossover/crossover-back (225).jpg,crossover
dataset/train/pickup-truck/pickup-back (249).jpg,pickup-truck
dataset/train/truck/truck-back (29).jpg,truck
dataset/train/van/van-back (95).jpg,van
dataset/train/crossover/crossover-front (317).jpg,crossover
dataset/train/sedan/sedan-front (1897).jpg,sedan
dataset/train/van/van-front (142).jpg,van
dataset/train/sedan/sedan-back (1293).jpg,sedan
dataset/train/pickup-truck/pickup-front (238).jpg,pickup-truck
dataset/train/sedan/sedan-front (184).jpg,sedan
dataset/train/van/van-back (83).jpg,van
dataset/train/pickup-truck/pickup-front (171).jpg,pickup-truck
dataset/train/van/van-front (186).jpg,van
dataset/train/crossover/crossover-back (75).jpg,crossover
dataset/train/hatchback/hatchback-back (48).jpg,hatchback
dataset/train/truck/truck-front (105).jpg,truck
dataset/train/sedan/sedan-front (1193).jpg,sedan
dataset/train/sedan/sedan-front (1694).jpg,sedan
dataset/train/sedan/sedan-front (340).jpg,sedan
dataset/train/sedan/sedan-front (1154).jpg,sedan
dataset/train/motorcycle/1_BICYCLE_11-24-44-363.jpg,motorcycle
dataset/train/truck/truck-front (31).jpg,truck
dataset/train/sedan/sedan-back (1824).jpg,sedan
dataset/train/crossover/crossover-back (323).jpg,crossover
dataset/train/van/van-front (135).jpg,van
dataset/train/truck/truck-back (102).jpg,truck
dataset/train/crossover/crossover-back (258).jpg,crossover
dataset/train/sedan/sedan-front (1588).jpg,sedan
dataset/train/crossover/crossover-back (165).jpg,crossover
dataset/train/hatchback/hatchback-back (515).jpg,hatchback
dataset/train/van/van-front (124).jpg,van
dataset/train/sedan/sedan-front (1321).jpg,sedan
dataset/train/sedan/sedan-back (2467).jpg,sedan
dataset/train/sedan/sedan-front (304).jpg,sedan
dataset/train/hatchback/hatchback-back (455).jpg,hatchback
dataset/train/bus/bus-front (1).jpg,bus
dataset/train/hatchback/hatchback-front (280).jpg,hatchback
dataset/train/crossover/crossover-back (87).jpg,crossover
dataset/train/van/van-front (255).jpg,van
dataset/train/sedan/sedan-front (1219).jpg,sedan
dataset/train/sedan/sedan-front (138).jpg,sedan
dataset/train/sedan/sedan-front (1025).jpg,sedan
dataset/train/sedan/sedan-front (1289).jpg,sedan
dataset/train/truck/truck-back (63).jpg,truck
dataset/train/sedan/sedan-front (1696).jpg,sedan
dataset/train/hatchback/hatchback-back (435).jpg,hatchback
dataset/train/truck/truck-front (18).jpg,truck
dataset/train/hatchback/hatchback-front (30).jpg,hatchback
dataset/train/sedan/sedan-front (1326).jpg,sedan
dataset/train/sedan/sedan-back (2445).jpg,sedan
dataset/train/sedan/sedan-front (270).jpg,sedan
dataset/train/sedan/sedan-front (386).jpg,sedan
dataset/train/sedan/sedan-front (1311).jpg,sedan
dataset/train/sedan/sedan-front (1207).jpg,sedan
dataset/train/van/van-back (206).jpg,van
dataset/train/van/van-front (248).jpg,van
dataset/train/hatchback/hatchback-front (195).jpg,hatchback
dataset/train/van/van-front (261).jpg,van
dataset/train/truck/truck-back (88).jpg,truck
dataset/train/crossover/crossover-back (127).jpg,crossover
dataset/train/van/van-back (135).jpg,van
dataset/train/van/van-back (180).jpg,van
dataset/train/sedan/sedan-front (1657).jpg,sedan
dataset/train/crossover/crossover-front (270).jpg,crossover
dataset/train/pickup-truck/pickup-back (166).jpg,pickup-truck
dataset/train/crossover/crossover-front (387).jpg,crossover
dataset/train/sedan/sedan-front (1602).jpg,sedan
dataset/train/sedan/sedan-front (1381).jpg,sedan
dataset/train/crossover/crossover-front (232).jpg,crossover
dataset/train/sedan/sedan-front (507).jpg,sedan
dataset/train/hatchback/hatchback-back (560).jpg,hatchback
dataset/train/pickup-truck/pickup-back (144).jpg,pickup-truck
dataset/train/van/van-back (71).jpg,van
dataset/train/van/van-front (259).jpg,van
dataset/train/van/van-front (183).jpg,van
dataset/train/crossover/crossover-back (286).jpg,crossover
dataset/train/pickup-truck/pickup-front (229).jpg,pickup-truck
dataset/train/sedan/sedan-back (2933).jpg,sedan
dataset/train/hatchback/hatchback-front (258).jpg,hatchback
dataset/train/van/van-front (137).jpg,van
dataset/train/hatchback/hatchback-back (5).jpg,hatchback
dataset/train/sedan/sedan-front (1458).jpg,sedan
dataset/train/sedan/sedan-back (25).jpg,sedan
dataset/train/hatchback/hatchback-front (245).jpg,hatchback
dataset/train/van/van-front (202).jpg,van
dataset/train/sedan/sedan-front (1444).jpg,sedan
dataset/train/van/van-back (45).jpg,van
dataset/train/sedan/sedan-front (1348).jpg,sedan
dataset/train/truck/truck-front (178).jpg,truck
dataset/train/sedan/sedan-front (1747).jpg,sedan
dataset/train/truck/truck-front (19).jpg,truck
dataset/train/truck/truck-front (175).jpg,truck
dataset/train/crossover/crossover-front (208).jpg,crossover
dataset/train/van/van-front (108).jpg,van
dataset/train/truck/truck-front (188).jpg,truck
dataset/train/motorcycle/1_BICYCLE_16-17-59-783.jpg,motorcycle
dataset/train/truck/truck-back (126).jpg,truck
dataset/train/truck/truck-front (124).jpg,truck
dataset/train/truck/truck-front (129).jpg,truck
dataset/train/van/van-front (234).jpg,van
dataset/train/crossover/crossover-back (153).jpg,crossover
dataset/train/crossover/crossover-back (331).jpg,crossover
dataset/train/sedan/sedan-front (339).jpg,sedan
dataset/train/crossover/crossover-back (166).jpg,crossover
dataset/train/sedan/sedan-front (133).jpg,sedan
dataset/train/sedan/sedan-back (842).jpg,sedan
dataset/train/hatchback/hatchback-front (137).jpg,hatchback
dataset/train/sedan/sedan-front (1275).jpg,sedan
dataset/train/sedan/sedan-front (1874).jpg,sedan
dataset/train/pickup-truck/pickup-front (210).jpg,pickup-truck
dataset/train/sedan/sedan-back (2372).jpg,sedan
dataset/train/pickup-truck/pickup-back (181).jpg,pickup-truck
dataset/train/sedan/sedan-front (163).jpg,sedan
dataset/train/van/van-back (70).jpg,van
dataset/train/hatchback/hatchback-front (198).jpg,hatchback
dataset/train/sedan/sedan-front (1517).jpg,sedan
dataset/train/van/van-front (144).jpg,van
dataset/train/pickup-truck/pickup-front (219).jpg,pickup-truck
dataset/train/sedan/sedan-back (1865).jpg,sedan
dataset/train/sedan/sedan-back (59).jpg,sedan
dataset/train/hatchback/hatchback-front (303).jpg,hatchback
dataset/train/sedan/sedan-front (1360).jpg,sedan
dataset/train/bus/bus-back (17).jpg,bus
dataset/train/van/van-back (171).jpg,van
dataset/train/sedan/sedan-front (330).jpg,sedan
dataset/train/sedan/sedan-back (1221).jpg,sedan
dataset/train/sedan/sedan-back (2333).jpg,sedan
dataset/train/sedan/sedan-back (1826).jpg,sedan
dataset/train/hatchback/hatchback-front (116).jpg,hatchback
dataset/train/sedan/sedan-front (1566).jpg,sedan
dataset/train/sedan/sedan-front (254).jpg,sedan
dataset/train/sedan/sedan-back (2112).jpg,sedan
dataset/train/sedan/sedan-back (1992).jpg,sedan
dataset/train/pickup-truck/pickup-front (211).jpg,pickup-truck
dataset/train/motorcycle/1_BICYCLE_14-46-32-087.jpg,motorcycle
dataset/train/sedan/sedan-back (2789).jpg,sedan
dataset/train/sedan/sedan-back (1779).jpg,sedan
dataset/train/sedan/sedan-back (1943).jpg,sedan
dataset/train/truck/truck-back (9).jpg,truck
dataset/train/sedan/sedan-back (2418).jpg,sedan
dataset/train/crossover/crossover-front (104).jpg,crossover
dataset/train/hatchback/hatchback-front (291).jpg,hatchback
dataset/train/hatchback/hatchback-front (21).jpg,hatchback
dataset/train/sedan/sedan-back (1589).jpg,sedan
dataset/train/sedan/sedan-front (1734).jpg,sedan
dataset/train/motorcycle/1_BICYCLE_14-06-25-219.jpg,motorcycle
dataset/train/truck/truck-front (45).jpg,truck
dataset/train/crossover/crossover-front (291).jpg,crossover
dataset/train/bus/bus-front (3).jpg,bus
dataset/train/crossover/crossover-front (278).jpg,crossover
dataset/train/sedan/sedan-front (1599).jpg,sedan
dataset/train/pickup-truck/pickup-front (52).jpg,pickup-truck
dataset/train/sedan/sedan-back (2197).jpg,sedan
dataset/train/sedan/sedan-front (388).jpg,sedan
dataset/train/sedan/sedan-front (1070).jpg,sedan
dataset/train/sedan/sedan-front (1445).jpg,sedan
dataset/train/sedan/sedan-front (1299).jpg,sedan
dataset/train/sedan/sedan-front (1674).jpg,sedan
dataset/train/van/van-front (2).jpg,van
dataset/train/sedan/sedan-front (1422).jpg,sedan
dataset/train/sedan/sedan-back (2323).jpg,sedan
dataset/train/pickup-truck/pickup-back (6).jpg,pickup-truck
dataset/train/motorcycle/1_BICYCLE_16-44-59-667.jpg,motorcycle
dataset/train/sedan/sedan-front (1217).jpg,sedan
dataset/train/sedan/sedan-back (1840).jpg,sedan
dataset/train/sedan/sedan-front (1659).jpg,sedan
dataset/train/sedan/sedan-front (1672).jpg,sedan
dataset/train/van/van-front (118).jpg,van
dataset/train/sedan/sedan-back (2370).jpg,sedan
dataset/train/sedan/sedan-front (1867).jpg,sedan
dataset/train/hatchback/hatchback-back (510).jpg,hatchback
dataset/train/sedan/sedan-front (1069).jpg,sedan
dataset/train/sedan/sedan-front (1851).jpg,sedan
dataset/train/sedan/sedan-back (1469).jpg,sedan
dataset/train/crossover/crossover-front (127).jpg,crossover
dataset/train/truck/truck-front (179).jpg,truck
dataset/train/sedan/sedan-front (1685).jpg,sedan
dataset/train/van/van-back (183).jpg,van
dataset/train/truck/truck-front (158).jpg,truck
dataset/train/crossover/crossover-back (102).jpg,crossover
dataset/train/hatchback/hatchback-front (124).jpg,hatchback
dataset/train/sedan/sedan-front (1467).jpg,sedan
dataset/train/pickup-truck/pickup-front (121).jpg,pickup-truck
dataset/train/sedan/sedan-front (1590).jpg,sedan
dataset/train/pickup-truck/pickup-back (80).jpg,pickup-truck
dataset/train/sedan/sedan-front (1454).jpg,sedan
dataset/train/truck/truck-back (76).jpg,truck
dataset/train/sedan/sedan-front (438).jpg,sedan
dataset/train/hatchback/hatchback-front (147).jpg,hatchback
dataset/train/sedan/sedan-front (1286).jpg,sedan
dataset/train/sedan/sedan-front (102).jpg,sedan
dataset/train/sedan/sedan-back (2419).jpg,sedan
dataset/train/crossover/crossover-front (284).jpg,crossover
dataset/train/van/van-back (38).jpg,van
dataset/train/van/van-front (115).jpg,van
dataset/train/hatchback/hatchback-back (466).jpg,hatchback
dataset/train/truck/truck-front (48).jpg,truck
dataset/train/motorcycle/1_BICYCLE_12-07-23-311.jpg,motorcycle
dataset/train/hatchback/hatchback-back (524).jpg,hatchback
dataset/train/hatchback/hatchback-front (201).jpg,hatchback
dataset/train/pickup-truck/pickup-front (139).jpg,pickup-truck
dataset/train/sedan/sedan-back (901).jpg,sedan
dataset/train/sedan/sedan-front (1075).jpg,sedan
dataset/train/sedan/sedan-back (2297).jpg,sedan
dataset/train/hatchback/hatchback-front (261).jpg,hatchback
dataset/train/sedan/sedan-front (1899).jpg,sedan
dataset/train/crossover/crossover-front (290).jpg,crossover
dataset/train/truck/truck-front (191).jpg,truck
dataset/train/hatchback/hatchback-back (513).jpg,hatchback
dataset/train/sedan/sedan-front (1039).jpg,sedan
dataset/train/truck/truck-back (67).jpg,truck
dataset/train/pickup-truck/pickup-front (244).jpg,pickup-truck
dataset/train/van/van-front (249).jpg,van
dataset/train/sedan/sedan-back (2236).jpg,sedan
dataset/train/truck/truck-front (156).jpg,truck
dataset/train/sedan/sedan-back (1931).jpg,sedan
dataset/train/crossover/crossover-front (338).jpg,crossover
dataset/train/sedan/sedan-front (1543).jpg,sedan
dataset/train/pickup-truck/pickup-back (224).jpg,pickup-truck
dataset/train/sedan/sedan-back (1860).jpg,sedan
dataset/train/sedan/sedan-front (182).jpg,sedan
dataset/train/van/van-front (215).jpg,van
dataset/train/sedan/sedan-front (1911).jpg,sedan
dataset/train/sedan/sedan-front (426).jpg,sedan
dataset/train/motorcycle/1_BICYCLE_15-50-28-044.jpg,motorcycle
dataset/train/sedan/sedan-front (306).jpg,sedan
dataset/train/sedan/sedan-front (1274).jpg,sedan
